3.089999999999999858e+00,3.419999999999999929e+00,3.529999999999999805e+00,3.620000000000000107e+00,3.700000000000000178e+00,3.799999999999999822e+00,3.890000000000000124e+00,3.950000000000000178e+00,4.120000000000000107e+00,4.200000000000000178e+00,4.290000000000000036e+00,4.370000000000000107e+00,4.459999999999999964e+00,4.509999999999999787e+00,4.620000000000000107e+00,4.730000000000000426e+00,4.820000000000000284e+00,4.889999999999999680e+00,4.950000000000000178e+00,5.030000000000000249e+00,5.129999999999999893e+00,5.230000000000000426e+00,5.280000000000000249e+00,5.330000000000000071e+00,5.419999999999999929e+00,5.469999999999999751e+00,5.509999999999999787e+00,5.589999999999999858e+00,5.639999999999999680e+00,5.679999999999999716e+00,5.690000000000000391e+00
0.000000000000000000e+00,3.089999999999999858e+00,3.419999999999999929e+00,3.529999999999999805e+00,3.620000000000000107e+00,3.700000000000000178e+00,3.799999999999999822e+00,3.890000000000000124e+00,3.950000000000000178e+00,4.120000000000000107e+00,4.200000000000000178e+00,4.290000000000000036e+00,4.370000000000000107e+00,4.459999999999999964e+00,4.509999999999999787e+00,4.620000000000000107e+00,4.730000000000000426e+00,4.820000000000000284e+00,4.889999999999999680e+00,4.950000000000000178e+00,5.030000000000000249e+00,5.129999999999999893e+00,5.230000000000000426e+00,5.280000000000000249e+00,5.330000000000000071e+00,5.419999999999999929e+00,5.469999999999999751e+00,5.509999999999999787e+00,5.589999999999999858e+00,5.639999999999999680e+00,5.679999999999999716e+00
0.000000000000000000e+00,0.000000000000000000e+00,3.089999999999999858e+00,3.419999999999999929e+00,3.529999999999999805e+00,3.620000000000000107e+00,3.700000000000000178e+00,3.799999999999999822e+00,3.890000000000000124e+00,3.950000000000000178e+00,4.120000000000000107e+00,4.200000000000000178e+00,4.290000000000000036e+00,4.370000000000000107e+00,4.459999999999999964e+00,4.509999999999999787e+00,4.620000000000000107e+00,4.730000000000000426e+00,4.820000000000000284e+00,4.889999999999999680e+00,4.950000000000000178e+00,5.030000000000000249e+00,5.129999999999999893e+00,5.230000000000000426e+00,5.280000000000000249e+00,5.330000000000000071e+00,5.419999999999999929e+00,5.469999999999999751e+00,5.509999999999999787e+00,5.589999999999999858e+00,5.639999999999999680e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.089999999999999858e+00,3.419999999999999929e+00,3.529999999999999805e+00,3.620000000000000107e+00,3.700000000000000178e+00,3.799999999999999822e+00,3.890000000000000124e+00,3.950000000000000178e+00,4.120000000000000107e+00,4.200000000000000178e+00,4.290000000000000036e+00,4.370000000000000107e+00,4.459999999999999964e+00,4.509999999999999787e+00,4.620000000000000107e+00,4.730000000000000426e+00,4.820000000000000284e+00,4.889999999999999680e+00,4.950000000000000178e+00,5.030000000000000249e+00,5.129999999999999893e+00,5.230000000000000426e+00,5.280000000000000249e+00,5.330000000000000071e+00,5.419999999999999929e+00,5.469999999999999751e+00,5.509999999999999787e+00,5.589999999999999858e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.089999999999999858e+00,3.419999999999999929e+00,3.529999999999999805e+00,3.620000000000000107e+00,3.700000000000000178e+00,3.799999999999999822e+00,3.890000000000000124e+00,3.950000000000000178e+00,4.120000000000000107e+00,4.200000000000000178e+00,4.290000000000000036e+00,4.370000000000000107e+00,4.459999999999999964e+00,4.509999999999999787e+00,4.620000000000000107e+00,4.730000000000000426e+00,4.820000000000000284e+00,4.889999999999999680e+00,4.950000000000000178e+00,5.030000000000000249e+00,5.129999999999999893e+00,5.230000000000000426e+00,5.280000000000000249e+00,5.330000000000000071e+00,5.419999999999999929e+00,5.469999999999999751e+00,5.509999999999999787e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.089999999999999858e+00,3.419999999999999929e+00,3.529999999999999805e+00,3.620000000000000107e+00,3.700000000000000178e+00,3.799999999999999822e+00,3.890000000000000124e+00,3.950000000000000178e+00,4.120000000000000107e+00,4.200000000000000178e+00,4.290000000000000036e+00,4.370000000000000107e+00,4.459999999999999964e+00,4.509999999999999787e+00,4.620000000000000107e+00,4.730000000000000426e+00,4.820000000000000284e+00,4.889999999999999680e+00,4.950000000000000178e+00,5.030000000000000249e+00,5.129999999999999893e+00,5.230000000000000426e+00,5.280000000000000249e+00,5.330000000000000071e+00,5.419999999999999929e+00,5.469999999999999751e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.089999999999999858e+00,3.419999999999999929e+00,3.529999999999999805e+00,3.620000000000000107e+00,3.700000000000000178e+00,3.799999999999999822e+00,3.890000000000000124e+00,3.950000000000000178e+00,4.120000000000000107e+00,4.200000000000000178e+00,4.290000000000000036e+00,4.370000000000000107e+00,4.459999999999999964e+00,4.509999999999999787e+00,4.620000000000000107e+00,4.730000000000000426e+00,4.820000000000000284e+00,4.889999999999999680e+00,4.950000000000000178e+00,5.030000000000000249e+00,5.129999999999999893e+00,5.230000000000000426e+00,5.280000000000000249e+00,5.330000000000000071e+00,5.419999999999999929e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.089999999999999858e+00,3.419999999999999929e+00,3.529999999999999805e+00,3.620000000000000107e+00,3.700000000000000178e+00,3.799999999999999822e+00,3.890000000000000124e+00,3.950000000000000178e+00,4.120000000000000107e+00,4.200000000000000178e+00,4.290000000000000036e+00,4.370000000000000107e+00,4.459999999999999964e+00,4.509999999999999787e+00,4.620000000000000107e+00,4.730000000000000426e+00,4.820000000000000284e+00,4.889999999999999680e+00,4.950000000000000178e+00,5.030000000000000249e+00,5.129999999999999893e+00,5.230000000000000426e+00,5.280000000000000249e+00,5.330000000000000071e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.089999999999999858e+00,3.419999999999999929e+00,3.529999999999999805e+00,3.620000000000000107e+00,3.700000000000000178e+00,3.799999999999999822e+00,3.890000000000000124e+00,3.950000000000000178e+00,4.120000000000000107e+00,4.200000000000000178e+00,4.290000000000000036e+00,4.370000000000000107e+00,4.459999999999999964e+00,4.509999999999999787e+00,4.620000000000000107e+00,4.730000000000000426e+00,4.820000000000000284e+00,4.889999999999999680e+00,4.950000000000000178e+00,5.030000000000000249e+00,5.129999999999999893e+00,5.230000000000000426e+00,5.280000000000000249e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.089999999999999858e+00,3.419999999999999929e+00,3.529999999999999805e+00,3.620000000000000107e+00,3.700000000000000178e+00,3.799999999999999822e+00,3.890000000000000124e+00,3.950000000000000178e+00,4.120000000000000107e+00,4.200000000000000178e+00,4.290000000000000036e+00,4.370000000000000107e+00,4.459999999999999964e+00,4.509999999999999787e+00,4.620000000000000107e+00,4.730000000000000426e+00,4.820000000000000284e+00,4.889999999999999680e+00,4.950000000000000178e+00,5.030000000000000249e+00,5.129999999999999893e+00,5.230000000000000426e+00
